id	text
16	ধন্যবাদ পিনাক দাদা আপনাকে অনেক অনেক ধন্যবাদ আপনার কাছ থেকে আমরা সত্য সত্য ঘটনা জানতে পারি
17	৯ মাসের যুদ্ধে মেইন যুদ্ধ হয় ১৩ দিন  এটা আমি আমার দাদা বাবা দের কাছ থেকে ই জেনেছি,  দাদা ইলিয়াস ভাই জিন্দাবাদ মুসলিম জিন্দাবাদ সাহসী সাংবাদিক জিন্দাবাদ
18	তোর চৌদ্দগুষ্টির জন্ম পাপ
19	দাদা এভাবে হাটে হাঁড়ি ভাংগার জন্য, হায়রে ফজা তোর আমও গেলো ছালাও গেলো, দাদা আপনাকে অসংখ্য ধন্যবাদ এভাবে সত্যি তুলে ধরার জন্য।
20	ধন্যবাদ জনাব পিনাকী দাদাকে।
21	দাদা আমরা আপনার পাশেই আছি, আপনি এভাবে বাংলাদেশের বাটপার চিটার দের মুখোশ খুলে দিন। ধন্যবাদ দাদা 
22	সত্য কথা বলাল জন্য ধন্যবাদ।
23	এতোক্ষন ফজা পাগলার ভুয়া মুক্তিযুদ্ধের সত্য ঘটনা শুনে মন থেকে আরও ভালবাসা বেড়ে গেলো পিনাকী দাদার জন্য।
24	সত্যি অনেক বেশি অপেক্ষা করি
25	দাদা জিন্দাবাদ 
26	হাজার লক্ষ কোটি স্যালুট, আমার প্রাণপ্রিয় পিনাকী দাদাকে
27	হাজার লক্ষ কোটি স্যালুট, আমার প্রাণপ্রিয় পিনাকী দাদাকে
28	দাদা তার এই টকশোটা আমি যে দিন দেখেছিলাম ঐ দিনই তার বক্তব্যের কিছু অংশ সন্দেহজনক মনে হয়েছিল।
29	গাঞ্জার নৌকা পাহাড়ত চলে
30	কমেন্টে এসে অবাক হলাম,  আমরা বাংলাদেশী কতটা দূরভাগা নিজের মুক্তিযুদ্ধকে নিয়ে নিজেদের অস্তিত্ব কে নিয়ে কেউ এভাবে তামশা করছে, আর আমরা তাকে সমর্থন দিচ্ছি।
31	ধন্যবাদ
32	হতাশ
33	“ফজু পাগলার পুটকি মারা সারা
34	কেউ যুদ্ধ করে নাই সব যুদ্ধ করছে পিনাকি আর ইলিয়াস
35	ধন্যবাদ
36	আপনাকে অনেক অনেক ধন্যবাদ
37	ও পযা জে পাগলা এটা যে প্রমাণ হয়ে গেল আরেকবার
38	এই ধরনের ভূয়া মুক্তিযোদ্ধার অভাব নাই, আমাদের গ্রামে যারা মুক্তিযোদ্ধা তারা নাকি ভুয়া মুক্তিযোদ্ধা গ্রামের লোকজন বলে
39	হারে ফজারে আগে মানুষ জানত তুই মুক্তিযোদ্ধা সেটাই তো ভালো ছিল,  এখন মাইনকার মত বেশি উত্তেজিত হইতে গিয়া আমও গেল ছালাও গেল 
40	ফজা পাগলা ভুয়া মুক্তিযোদ্ধা এটা আগেই থেকে জানতাম দাদা
41	মাশা আল্লাহ- দাদা একটা জিনিস 
42	সত্য ঘটনা উৎঘটনের জন্য পিনাকী দাদা কে ধন্যবাদ জানাচ্ছি ।
43	আলহামদুলিল্লাহ আপনি বাংলাদেশের সম্পদ আলহামদুলিল্লাহ অনেক অনেক শুভকামনা রইল দেশবাসীর পক্ষ থেকে আপনার জন্য সব সময় প্রিয় সাংবাদিক পিনাকি সাহেব।
44	৩ টা স্টিমার নাহয় গুনেছে কিন্তু ১৭৯ জন পাকিস্তানি... এইটা কিভাবে গুনলো? আবার বলসে সব পাকিস্তানী পালিয়ে গেসে ওরে দেখে... 
45	এই রকম  ভুয়া মুক্তিযুদ্ধা হাজারো হাজারো আছে। আমার জানা মতে বেশির ভাগ সত্যিকার  মুক্তিযোদ্ধারা নিজের নাম তালিকায় লিখাবার জন্য অত উতসাহি ছিল না। বিশেষ করে স্বাধীনতার পর  মুক্তিযোদ্ধার নাম দিয়ে যে সব অসামাজিক কাজ সব চলতে থাকে, তাতে সত্যিকার  মুক্তিযোদ্ধারা নিজের পরিচিতি লজ্জায় লুকিএ রাখত। ভুয়া মুক্তিযোদ্ধারাই অতি উৎসাহ নিয়ে জায়গামত নিজের নাম তালিকাভুক্ত করে আসত।
46	যে যত বড় ৭১চেতনাধারি সে ততবড়  ধাপ্পাবাজ বাটপার।
47	আগের জন্মের কথা বাদ দেন।
48	এই ন্যংটা সুলেমান এইভাবেই প্রমাণসহ জুলাই আন্দোলনের প্রথমদিকে আওয়ামীলীগের সাজানো আন্দোলন বলেছিল সালা একটা এনার্কিস্ট ভিউ ব্যবসায়ী
49	ফজলু কমান্ডার আসতেছে ফায়ার
50	সব মুক্তিযুদ্ধা, মুক্তিযুদ্ধ নিয়ে চাপাবাজী করে।  আমাদের গ্রামের একজন চাচা মুক্তিযুদ্ধের সময় কিভাবে যেনো উনার ডান হাতে গুলি লাগে পরে উনি কমান্ডার হয়ে যান। আমার এলাকার মানুষ বলছে উনি মুক্তিযুদ্ধ করেন নি জাস্ট গুলি লাগায় মুক্তিযুদ্ধা হয়েগেছেন। বেচারারে নিয়ে আমরা মজা করে জিগ্যেস করতাম চাচা কিভাবে যুদ্ধ করছ বেলতো মজা পেতাম। কিন্তু ফজা পাগলের মতো উনি ছিলেন না। উনি বলতেন আমার এলাকার সন্তান তোরা যে যেকোন দল কর আমার সমস্যা নাই, যে দল ক্ষমতায় আসুক আমার সমস্যা নাই। উনি বলতেন খালেদা আসলে আমাকে সম্মান করবে হাসিনা আসলেও আমাকে সম্মান করবে। মুক্তিযুদ্ধ নিয়ে উনি বাড়াবাড়ি করতেন না। উনি মারা গেছেন আল্লাহ উনাকে জান্নাতুল ফেরদৌসের মেহমান করে রাখুক।
51	ফজা পাগলারে একটা গণপিটুনি দিলে ভালো হতো।
52	তড়াইল না তাড়াইল
53	এই জন্য বলি চোরের মায়ের বড় গলা
54	হামা কারে দাদা লয় এডে
55	ফজা পাগলা
56	তুই সালা বাটপার,উল্টা পাল্টা বুঝ দিস
57	দাদা জাউরার জাউরা সটিপিকেট দিলেন না
58	ফজা পাগলা..নবেল ফুরুসকার পাওয়ার আশা আছে এখনো? মুক্তি যুদ্ধার ভাতা যা নিছেন হিসাব দিতে হবে
59	ফজা পাগলা রাজাকার! আরেকটা গামছা পাগলা!
60	দাদা মানেই আগুন
61	চেতনা ব্যবসায়ী ফজা পাগলা একটা গল্প বলল শালা আসলেই একটা পাগল
62	ফজু পাগলরে পাবনাতে পাঠান,সে দোকাবাজ তারে মিথ্যা বলার জন্য  আইনিভাবে মামালা করা দরকার
63	দাদা এই বিডিও টা যত বারই দেখি তত বারই মজা পাই ( ওই নাকি মুইত্তা যুদ্ধ করছে)
64	এজন্যই বলে খালি কলস বাজে বেশি
65	ভুয়া মুক্তিযুদ্ধা বলেই ফজা পাগলের এত গলাবাজি চেতনার ধান্দাবাজি
66	কত বড় চাপা ফজার
67	ভুয়া মুক্তিযোদ্ধারা এতদিন ধরে চেতনার বুলি আওড়াতে আওড়াতে দেশকে ধ্বংসের পথে ঠেলে দিয়েছে। আমরা নতুন প্রজন্মের মানুষ হিসেবে কখনোই এ ধরনের মুক্তিযোদ্ধাদের বিশ্বাস করি না। ধন্যবাদ দাদা, আপনি চেতনার নামে এই ভণ্ডামিকে যথার্থভাবে প্রকাশ করেছেন।
68	মুক্তিযুদ্ধের চেতনা মনেপ্রাণে ধারণ করা এক জিনিস আর মুক্তিযুদ্ধের চেতনা ও ভাবাবেগকে পুঁজি করে ভণ্ডামির রাজনীতি আরেক জিনিস। মুক্তিযুদ্ধের চেতনা ও ভাবাবেগ কে কাজে লাগিয়ে অপরাজনীতিবিদদের নিজ স্বার্থসিদ্ধ লাভ ও সাধারণ মানুষকে বিভ্রান্ত করার অপরাজনীতি নিষিদ্ধ করা হোক।
69	ধন্যবাদ সঠিকভাবে তুলে ধরার চেষ্টা করার জন্য ধন্যবাদ
70	পিনাকী দাদাকে অনেক অনেক ধন্যবাদ সত্য উদঘাটন করা জন্য
71	পরের গপ্পো টুকু দেখে হাসতে হাসতে আমি শেষ
72	মজা আর মজা অসাধারণ মজা
73	কিরে পিনাকী তোর বাবা ভারত তো তিন দেশের প্রধানের সঙ্গে বসে গেল। আর তোর মায়ের প্রেমিক পাকিস্তান তো দাঁড়ায় দাঁড়ায় দেখল। এক বছর পার হয়ে গেল ভারতের সাথে করা চুক্তিগুলো তো একটাও নষ্ট করতে পারলি না। ওই দিল্লির না ঢাকা বাঙালি এখন ঘরে ঘরে ইলিশ খায় খবর নিছিস
74	সত্যি দাদা আপনি একটা মাল। অসাধারণ  লাভ ইউ দাদা
75	হেতে কি কাউয়া কাদেরের ভাই নাকি,চেহারা ও কথার স্টাইল একই।
76	পিনাকী ভট্টাচার্য দাদাকে আন্তরিক ধন্যবাদ জানাচ্ছি।
77	আবু তাহের ঠাকুর??? এটা কি!?!?
78	হা হা হা 
79	ফজা পাগলা ভুয়া
80	কোন সত্তিকারের মুক্তিযুদ্ধা এত বড় বড় কথা বলে না, ফজলু পাগলা অনেক বড় বড় কথা বলছে তার মানে ভুয়া মুক্তিযোদ্ধা।
81	যারা জীবন বাজি রেখে আগস্ট সফল করেছে, তারা দেশের জন্য করেনাই। তারা ক্ষমতার লোভে করেছে
82	আপনারা যা বলেন সবেই সত্য, বাকী সবেই মিথ্যা তাইনা? অপেক্ষা করেন সব সত্য উন্মোচন হবে।।।
83	এইরকম  হাজারো ভুয়া মুক্তিযোদ্ধা আছে তাদেরকে ধরতে হবে।
84	দাদা অসাধারণ,,,  সত্যি তথ্য তুলে ধরার জন্য অসংখ্য ধন্যবাদ,,,  দোয়া ও ভালবাসা রইল,,
85	পিনাকি দাদা জিন্দাবাদ।
86	পিনিকে দাদা বর্তমান প্রেক্ষাপট নিয়ে কথা বলেন। এস এম ফরহাদ আসলেই কি ছাত্রলীগ ছিল ?
87	ফজা পাগলা জীবন টা তেনা তেনা হয়ে গেছে 
88	নাস্তিক ফজু পাগলা মিথ্যা বাদীকে। উচিত শিক্ষা দেওয়া হোক
89	হে বাঙ্গালী জাতি!  ফজা পাগলার বিরুদ্ধে চূড়ান্ত একশন নেওয়ার সময় হয়ে গেছে!! সবাই সমবেত হয়ে তাকে জয় বাংলা করে দাও। আজকের পর আর কোথাও সে যেন উঁচু আওয়াজে কথা বলতে না পারে এবং তার চেহারা দেখাতে না পারে-  সেই ব্যবস্থা করো।
90	যার মা খায়কি তার নাম পিনাকী
91	ছাতল পাড়ে এই যুদ্ধই হয়নি।
92	 দাদা মানে টান টান উত্তেজনা নতুন কিছু 
93	মুক্তিযুদ্ধের কোটায় পাশ করাইয়া দেন দাদা 
94	ঠিকই বলেছেন দাদা যারা যুদ্ধ নিয়ে বেশি হাউকাউ করে তারা সবগুলা ভুয়া মুক্তিযোদ্ধা
95	দাদা আজকে সকাল মিনিট  এ নীলফামারী ইপিজেড এ আন্দোলনে চলা কালে সেনাবাহিনী এসে নির্মম ভাবে পাঁচ জন কে গুলি করেছে তাঁর মধ্য একজন জায়গাতেই মারা গেছে । আমার কাছ হাসপাতালের ধারণ করা ভিডিও আছ।
96	ডাউকি এখনো ভারতের অংশ।  সে ভারতে বসে বাংলাদেশের শত্রুদের বিপক্ষে যুদ্ধ করেছে  আর আমরা ইতিহাস পড়লাম রুমিরা ভারত থেকে গেরিলা ট্রেনিং নিয়ে জান বাজি রেখে ঢাকায় এসে পাক বাহিনীর বিরুদ্ধে যুদ্ধ করেছে! আর ফজুদা ভারতে বসে যুদ্ধ করেছে  আর উনার নাম শুনলে রাজাকার পালাইতো ওইদিকে কর্নেল তাহের,জিয়াউর রহমান, এমএজি উসমানী, উনারা বসে বসে ফজুদের যুদ্ধ দেখেছে জাস্ট
97	মুক্তিযুদ্ধের চেতনা ব্যাবসা বন্ধ করতে হবে
98	আমি অধির আগ্রহে অপেক্ষা করছিলাম দাদা এই পাগলটা কে কখন ধোলাই দিবে।
99	ঐ ছাগল কি জানে এল এম জি দিয়ে ইষ্টিমারের লোহার পাত ভেদ করা অসম্ভব  কারণ ১০০ মিটার দূর থেকে লোহার পাতের ছেদন ক্ষমতা এল এম জির ০.০২ মিলি। তাই পিনাকী দাদা সত্য বলেছেন।
100	আমাদের ময়মনসিংহ ফুলবাড়িয়া উপজেলার কালাদহ ইউনিয়ন এর টোন্ডা কদ্দুও ভুয়া মুক্তি যোদ্ধা
101	আরে দাদু পাকিস্তানের সাথে কি যুদ্ধ করে বাংলাদেশ স্বাধীন হয়েছে নাকি!কেউ যুদ্ধ করে নাই,শুধু দেশে একটা গন্ডগোল করেছিলো শেখ মুজিবের লোকজন। এমনি এমনি পাকিস্তানের সেনাবাহিনী আত্মসমর্পণ করে বাংলাদেশের স্বাধীনতা মেনে নিয়ে চলে গেছে 
102	ফুজু পাগলা দেখি হাসিনার মত মিথ্যা কথা নিখুঁত ভাবে বলতে পারে
103	মুজিব বাহিনীর একজন ও যুদ্ধ করেনি
104	দাদাকে অসংখ্য ধন্যবাদ, দাদার তদন্ত অনুযায়ী ফজলুর রহমান মুক্তিযুদ্ধ নিয়ে ভুয়া তথ্য বর্ণনাকারী প্রতিপন্ন হওয়ায় উনাকে বিচারের আওতায় নিয়ে আসার জোর দাবি জানাচ্ছি।
105	দাদা আপনার অপেক্ষায় ছিলাম ধন্যবাদ
106	স্যালুট বীর মুক্তিযোদ্ধা ফজলুর রহমান
107	এত ভূয়া ফজু ?
108	তাইতো বোলি এতো ফালতু একটা লোক আমাদের বীর মুক্তিযোদ্ধা হয় কি ভাবে।
109	আমি অপেক্ষায় আছি
110	ফজু পাগলার কথায় বুঝা যায় সে ভূয়া মুক্তিযোদ্ধা সে আড়াইশো পোলাপানদের ট্রেনিং দিছে কিন্তু, তারা ছাত্র দের একজন ও বেঁচে নাই  নাই আর সে  বাইচ্চা রয়েছে 
111	আজ ফজাকে জয়বাংলা করা হল
112	দাদা। বাংলাদেশের। বেইমানদের।লেঙটা।। করে। দিতে। হবে।
113	দাদা ফজা পাগলা ভালভাবেই মুখস্ত করে এসেছে কারন সে ব্যরিস্টার মিথ্য না বললে যাদের পেটের ভাত হজম হয় না কে কে এক মত।
114	দাদা, কথা কামলকে নিয়ে একটা এপিসোড চাই, কথা কামালকে জয় বাংলা করতে হবে।
115	ফজু পাগলা রাজনীতিবিদ না হয়ে কবি হলে ভালো হতো
116	ফজা পাগলাকে জয় বাংলা করে দেওয়ার জন্য অসংখ্য ধন্যবাদ দাদা 
117	এই আগের মতন পাগল ছাগল দিয়ে কি দেশ চলবো
118	জুলাইয়ে মুক্তির পথের অগ্রনায়ক আপনি দাদা। আপনার দিকনির্দেশনা আমাদের শক্তি জুগিয়েছে।   সাধারণ মানুষ দেশ নিয়ে সচেতন হচ্ছে; রাজনীতির বিষয়গুলো বুজতেছে।  ভালো আপনার প্রতি পিনাকি দাদা
119	রাজাকারের বাংলায় মুক্তিযোদ্ধাদের ঠাঁই নাই।
120	ফজু পাগলার মতো দেশে একজন মুক্তিযোদ্ধাও খুঁজে পাওয়া যাবেনা যে সারাক্ষণ  সবখানে নিজেকে মুক্তিযোদ্ধা মুক্তিযোদ্ধা বলে প্রচার করে।   ফজু পাগলার কথাতে মনে হয়-  সে-ই দেশের একমাত্র মুক্তিযোদ্ধা।  এজাতীয় পাগল ছাগলের মতো ভন্ড মিথ্যাবাদী  বিএনপির চেয়ারপার্সনের উপদেষ্টা হওয়ার যোগ্যতা পায় কিসের ভিত্তিতে?
121	ফজা পাগলা এ দেশের মুক্তি যুদ্ধ কে নিয়ে চিটারি,বাটপারি , ধ্ন্দা বাজি , মস্কারা করেছে , সে রাষ্ট্রদ্রোহি কাজ করেছে , তাকে দ্রুত গ্রেফতার করে আইনের আওতায় এনে ফাসি দাবি করছি ।
122	এ হালা আরেক কাউয়া
123	ফজু পাগলা ভূয়া 
124	দাদা মনটা খুবই খারাপ ছিলো, আপনার কথা শুনে রুহুটা হাসি ও খুশিতে ভরে গেল। দারুণ মজা পেয়েছি, ফজু পাগলা বিষ ও দড়ি ছারাই সু#ইসাইড করবে 
125	৭১ এ মুক্তিযু্দ্বে সরাসরি যুদ্ব করেছে আর্মি এবং বিডিআর নিয়ে গঠিত মুক্তি বাহিনী। সাধারন জনতার অধিকাংশই ভারতে অবস্থান করে এবং    ভারতের কাছে পাক বাহিনী হেরে যাওয়ার অবস্থায়  ঐ সাধারন বাহিনী দেশে প্রবেশ করে লম্বাচুল ওয়ালা মুক্তিযোদ্ধা হিসাবে।
126	রাইট একমত ধন্যবাদ জানাই আপনাকে দেশবাসীর পক্ষ থেকে প্রিয় সাংবাদিক সাহেব
127	ফজলু পাগল টায় মুক্তি যোদ্ধা নামের কলংক এবং কুলাংগার এই অমানুষ টায়।
128	পিনাকি এ যুগের গুগল সব জান্তা সমসের সে যা  বলবে ৫৫ বছর আগের পেপার কাটিং নিউজ এগুলি জনগনকে বোকা বামানো ছারা কিছুই নাই, এভাবে চরিত্র হনন করে সে কি বুজাতে চায়?
129	স্বৈরাচারী শেখ হাসিনা তার বাপ বাংলাদেশ পাকিস্তানের বিরুদ্ধে একাই যুদ্ধ করেছে.রক্ত দিয়েছি আরো দেবো এদেশের মানুষকে মুক্তি করে ছাড়বো,এখন প্রশ্ন হল একাত্তরে কয় ফোটা রক্ত দিয়েছিল সে না পালিয়ে ছিল যুদ্ধের সময়, ফজা পাগলা শেখ মুজিবুরের মত ওইও একাই দেশ স্বাধীন করেছে  কোন মানুষ গাঞ্জা খাইলেও এতটা মিথ্যা কথা কখনো কেউ বলতে পারে না, গত ১৫-১৬ বছরে প্রকৃত মুক্তিযোদ্ধা তাদের টাকা পয়সা স্বৈরাচার দলের নেতারা যারা একাত্তরের যুদ্ধের কোন ধরনের অবদান ছিলনা তারা ৭১ নিয়ে অনেক সুবিধা ভোগ করেছে যেটা আমাদের বাংলাদেশের মেধাবী ছাত্রদের জন্য আমাদের দেশ ১৭ বছর পিছিয়ে গেছে, এই ব্যাপারে সুষ্ঠু তদন্তের মাধ্যমে ওইসব ভুয়া মুক্তিযোদ্ধা তাদের সবাইকে বিচারের আইত্তে আনতে হবে এবং আমাদের জনগণের যত টাকা খেয়েছে সব টাকা মুখে হাত ভরে পেট থেকে বাইর করে নিতে হবে, এটাই একমাত্র বিকল্প রাস্তা,রাজশাহী মুক্তিযোদ্ধার ৭.নম্বর সেক্টর কমান্ডার কর্নেল  উনি আমার চাচা আর আমার আব্বা বাংলাদেশ বিমান বাহিনীর অফিসার রাঙ্কে ছিলেন আমার চাচা রাজশাহী সাত নম্বর সেক্টরে কমান্ডার হওয়ার কারণে আমার আব্বাকে পাকিস্তানের জেলখানায় অনেকদিন থাকতে হয়েছে, আমার চাচা উনি তিনবার নিজে ভোট দিন নে উপর মহল থেকে পুলিশের মাধ্যমে লিখিতভাবে বাসাতে কাগজ পাঠানো হয় কেন ভোট দেয়নি আমার চাচা উনি হলো তাবলীগের সাথী রাজশাহী মারকাজ মসজিদ উনার অনেক বড় অবদান আছে যারা তাবলীগের সাথে তারা কিন্তু কোন ধরনের রাজনীতি পছন্দ করেনা কোন ধরনের অন্যায় পছন্দ করেনা আর আমার আব্বা তো আরেক জিনিস যে শেখ কামালকেও ছাড় দেয়নি বিপকেশ ভরা সোনা সহকারে গ্রেফতার করেছিলেন, আমার আব্বা মুক্তিযোদ্ধা সার্টিফিকেট নেননি কারণ একমাত্র ঘিন্না এমনকি উনি ডিজে ফায়ার ছিলেন, তখনো আয়না ঘর ছিল এই আয়না ঘর আর ওই আয়না ঘর আকাশপথাল তফাৎ, আমি যে কথাগুলো বলছি এ কথাগুলো মনের ভিতর থেকে এক ধরনের ক্ষোভের কারণে বলছি  প্রকৃত ব্যক্তিকে যার যেখানে বসার দরকার তাকে ওখানে বসার দেশ উন্নতি করান এটাই আমাদের একমাত্র চাওয়া পাওয়া,এবং প্রকৃত মুক্তিযোদ্ধা যাচাই-বাছাই করার জন্য এখনো ফাইলে রেকর্ড আছে প্রকৃত মুক্তিযোদ্ধা বাই করতে হলে তৎকালীন সময় পাকিস্তান ও পূর্ব পাকিস্তান যে রেকর্ড আছে ওই রেকর্ড অনুযায়ী বাই করা অনেক সহজ, যারা মুক্তিযোদ্ধার অবমাননা করেছে তাদের বিচারের আইতে অবশ্যই আনতে হবে যেন পরবর্তীতে আর কেউ কখনো দলীয়ভাবে অথবা টাকার মাধ্যমে আর কেউ কখনো এ ধরনের দেশের ভিতরে গাদ্দারী না করতে পারে-/আমার কাছে অনেক তথ্য আছে কোরবান সহকারে এখনো তারা সাক্ষী দেওয়ার মতন যদিও বিছাগত কে মুক্তিযোদ্ধা ছিল কে রাজাকার ছিল রাজাকারের মেয়েকে মুক্তিযোদ্ধার ছেলে বিয়ে করে রাজাকারের জামাই হয় মুক্তিযোদ্ধার ছেলে আমার কাছে এখনো প্রমাণ আছে।
130	যে যাই বলুক  এবার জামায়াতকে ভোট দিবো 
131	একতুরে স্বাধীনতা এটা সম্পূর্ণ রাজনীতি রাজনীতি মুক্ত স্বাধীনতা ছিল ১৯৪৭ সাল যেটা মুসলমানরা ব্রিটিশদেরকে পাড়াতে বাধ্য করেছিল ১৯৪৭ সালে যুদ্ধ নিয়ে বড় ধরনের পলিটিক্স ছিল না ইংরেজরা এই যুদ্ধে পরাজিত হয়ে লুটপাট করে নিয়ে গেছে অনেক কিছু আর কিছু দালাল যেরকম ভারতের মোদি সরকারের উগ্রপন্থী হিন্দু তারা এখন পর্যন্ত ব্রিটিশদের দালালি করছে. যদিও আমেরিকা সাথে শুল্ক রাজনীতি মাধ্যমে চীন রাশিয়া গুপ্তচর হিসেবে শুলকর মাধ্যমে ভারতকে সবার সামনে দেখাচ্ছে আমার সাথে ভালো সম্পর্ক না-এটা সম্পূর্ণ আমেরিকার বড় ধরনের রাজনৈতিক জাল আমরা সবাই জানি আমেরিকার ডান হাত হলো দখলদার ইসরাইল বাম হাত  ভারতের মোদি. জেনে এশিয়া মহাদেশের মধ্যে দালালের এক নম্বর স্থানে আছে,১৯৭১ সালের যুদ্ধ সম্পূর্ণ ভারত ও ব্রিটিশ রাজনীতি ছিল ১৯৭১ সালে সত্যিকারি মুক্তিযোদ্ধা তারা অবহেলিত আর যারা মুক্তিযোদ্ধা করেনি বিভিন্ন ছত্রছায়ায় এবং টাকা পয়সার মাধ্যমে অনেকে লাভবান হয়েছে যেটা আমাদের দেশের জন্য লজ্জাজনক এই মুক্তিযোদ্ধার নামে মেধাবীরা সম্পূর্ণরূপে ব্যর্থ হয়েছে সব জায়গাতে আর মূর্খরা তারা লাভবান হয়েছে কারণ রাজনীতি -আমাদের দেশে যার যেখানে সমাজকল্যাণের জন্য যোগ্যতা অনুযায়ী বসার দরকার ছিল দেশের উন্নতির জন্য সেটা মোটেও হয়নি এজন্য আমাদের বাংলাদেশের পিছিয়ে থাকার একমাত্র কারণ আমাদের বাংলাদেশের নোংরা পলিটিক্স তবে সময় সব সময় এক রকম থাকে না এখন বাংলাদেশের নাগরিক পুরোপুরি জাগ্রত এই দেশে আবারো কেউ কখনো দুর্নীতির মাধ্যমে স্বৈরাচারীর পদবী নিতে চাইলে বাংলাদেশের জনগণ তাদেরকেও স্বাগতম জানাবে এটা কি ধরনের স্বাগতম হবে একমাত্র উপরওয়ালাই ভালো জানে।
132	তাইতো বলি চোরের বড় গলা
133	দাদা  ভাই  ,,  ভারতের   ফজু   পাগল    ফেল   করছে   ।
134	ইউটিউব কোম্পানির কাছে বিশেষ আবেদন, যেন ইউটিউবের কমেন্টে হা হা রিয়েক্টা দেওয়ার সুযোগ করে দেয় কে কে একমত
135	আরে পিনাকী ভাই আপনি তো পাগল হয়ে গেছেন পাগল না হইলে এমন প্রমান দিয়ে কেউ কথা বলে?? দিলেন আমার লিডারের পু,,,মেরে
136	সঠিক তথ্য গুলো জনগণের সামনে তুলে ধরার জন্য অনেক ধন্যবাদ।
137	আমার মামা মারা গেছে আল্লাহ্ তাকে বেহেস্ত নসিব করোন। উনি যেদিকে বৃষ্টি পড়তো সেদিকে ছাতা ধরতেন। ফজু পাগলা আর মুজিব ছিলো সেই প্রকৃতির।
138	ভূয়া মুক্তিযোদ্ধা ফজুরা মিথ্যা বলেই যাছ্ছে ওদের জিব্বা পচে যাবে, ফিরেসতাগন আগুনের কাচি দিয়া জিব্বা কেটে দিবেন, দুনিয়াতে মুক্তি যোদ্ধার নামে যত যা-যা  খাইছে সমস্ত পেটে আগুন জ্বলবে।
139	দাদা আপনাকে কাছে পাইলে ভুঁড়ি কানা করে দিমু কিন্তু!!? আমারে হাসাইতে হাসাইতে ভুঁড়ি ফাটায় ফেললেন 
140	দাদা আপনি হয়তো জানেন না, ডাউকি টুইন টাওয়ারের উপর থেকে শেষ স্নাইপার গান দিয়ে জাফলং আর তামাবিলের পাকিস্তানি সেনাদেরকে হত্যা করেছিল। 
141	ওরে ফজা, খাইস না আর গাঁজা বাদ দে খাওয়া বাবা আর ডাইল জনগণ পিটাইবো পারব গাইল
142	পিনাকী দাদার ভিডিও দেখার জন্য কে কে অপেক্ষা ছিলেন
143	আপনার এমন এপিসোড এর জন্যই অপেক্ষায় থাকি আপনার দেশের সত্যতা খুঁজে পাই পিনাকীর দাদা আপনাকে অনেক ধন্যবাদ
144	এটা আসলেই পাগল,,,২য় মানিক
145	বুকা ছুদা ফযা
146	এইসব তথাকথিত ফজা মুক্তি যুদ্ধা দের আজ মুক্তি যুদ্ধ নিয়ে মানুষের মনে এমন সংশয়। ফজা পাগলা কে জয় বাংলা বানিয়ে দেন।
147	ভূয়া মুক্তিযুদ্ধা রাই বেশী যুদ্ধের গল্প বানিয়ে বেশী বকবক করে।
148	ফজা পাগলা ভূয়া
149	৯ মিনিটে সে তো হিরো সিনেমার 
150	হাঁ হা হা 
