id	text
3021	এবারের ব্যাখ্যা অসম্ভব সুন্দর ছিল
3022	এই মহিলার বিন্দু মাত্র সরম লজ্জা কিছু নেই। ধন্যবাদ দাদা সত্য কথা গুলো তুলে ধরার জন্য
3023	দাদা ছোট ভাই হিসাবে আপনার কাছে একটা অনুরোধ আপনি কারো ব‍্যক্তিগত মতামত কে দলীয় সিদ্ধান্ত বলে প্রচার করবেন না। যদি সেটা বেগম খালেদা জিয়া, জনাব তারেক রহমান অথবা মীর্জা ফখরুল ইসলাম আলমগীর সাহেবের মুখ থেকে যদি আসে তাহলে সেটাকে আপনি দলীয় সিদ্ধান্ত ফলে বিবেচনা করতে পারেন। অন‍্য কারে কোনো কথাকে আপনি দলীয় সিদ্ধান্ত বলে প্রচার করবেন না। এটা আপনাকে উপদেশ  না  ছোট ভাই হিসাবে আপনার কাছে আমার অনুরোধ। বেয়াদবি মাপ করবেন।।
3024	একে দৌলতদিয়ার দ্বায়িত্ব দেয়া হোক।
3025	নির্বাচন যত দেরিতে হবে তত বিএনপির নেতা কর্মীরা মানুষের মন থেকে উঠে যাবে।
3026	তার তো অনেক জায়গায় ব্যথা কোন কোন জায়গার কথা বলবে সে……
3027	তুই এতো বড় মানুষ হলে দেশে আসিস না কেন। তুই একটা জজ্ঞি
3028	এক কথায় অসাধারণ হয়ে খবর দাদা
3029	সমীর ফারানা উচিত বাংলাদেশের সরকার নিয়ে ভারতের কাছে পাচার করে দিচ্ছে তুমি মিথ্যা সংবাদ প্রচারণা করছে এই অপরাধের কাহিনী হতানো উচিত এবং বিএনপিতে তাকে বহিষ্কার করা উচিত কারণ বিএনপি দলকে তারা দুজনে ডুবাতে ব্যস্ত
3030	রুমিন ফারহানা আওয়ামী মা গী ছিল সেটা আমরা আগে থেকেও জানি
3031	এবারের ব্যাখ্যা অসম্ভব সুন্দর ছিল
3032	দাদা ঐ মাগীরে ভরে দিয়েছে
3033	দাদা সেই মজা পাইছি
3034	এই আপাকে হিজড়া বললে ভুল হবে আমার
3035	আঁতেল বেডি  নিসন্দেহে  ইন্ডিয়ার  দালাল
3036	রুমিন ফারহানা আওয়ামী ১ নাম্বার দালাল
3037	এই রুমিন ফারহানা ছাত্র ছাত্রীর আন্দোলন এ মাঠে ছিলো আর তুমি শুরুর দিকে ছিলে বিপরীত দিকে 
3038	এই মাল দাও তো তাহাজ্জুদের সময় মাল খায় তা কি বলবে ও ভুলভাল ছাড়া
3039	সবথেকে সুন্দর ভিডিও ওইটা হয়েছে
3040	আরেকটি বিষয় রুমিন ফারহানা হিন্দু মহাজোটের সভায় কি করে।
3041	আমি মনে করি জনাব তারেক রহমান। এই ভিডিও দেখার পরে, (মোনাফিক) রুমিন ফারহানকে বিএনপি থেকে বের করে দেবে।
3042	ভারতের দালাল   এর এজেন্ট রুমিন ফারহানাকে অতি দ্রুত গ্রেফতার করা হোক।
3043	কি বলবো দাদা? কে কোন মুখোশ পড়ে আছে বোঝার উপায় নাই এই ভন্ডকে দেখে আগে মনে করতাম, এই হয়তোবা আইনজীবী আমাদের উপকারে আসবে কিন্তু এখন তো দেখছি আওয়ামী লীগের দালাল হয়ে গেছে। মানুষ চেনায় বড় মুশকিল দাদা
3044	বাসটা একদম ঠিক মতন দিয়েছে
3045	শরম লজ্জাহীন এক পার্টিতে রূপ নিচ্ছে বিএনপি 
3046	রুমিন ফারহানা গোপনে আওয়ামী দোসর ছিলো।
3047	রুমিন ফারহানাকে বিএনপি থেকে বহিস্কার করা হোক।
3048	৩২ ভাঙ্গার দায়ে একদিন পিনাকি কে ফাসির কাটগড়ায় দাড় করাতে হবে
3049	বিএনপির প্রতেকটা এভাবে ছুলে দিতে হবে।
3050	দাদা যা দিলেন না সামলানো দায় সব উন্মোচন করে দিলেন। ইনকিলাব জিন্দাবাদ।
3051	দাদা দিলেন বরে
3052	ধন্যবাদ পিনাকী দাদা সত্যগুলো প্রকাশ করার জন্য।
3053	মুড নষ্ট করার জন্য রুমিনের মুখ দর্শন যথেষ্ট
3054	খুব সুন্দর বলেছেন দাদা
3055	দাদা আপনি রুমিন ফারহানার আটু খেলাই দিতে পারবেনি মাগির ভোদায় কিনতু অনেক গন্দ তাই তারে কেউ চোদেনা
3056	নেশা করে ভিডিও বানান নাকি?
3057	বান্ধবী ললিতা গানটি রুমিন ফারহানার জন্য 100% প্রযোজ্য
3058	পৃথিবীর ইতিহাসে সবচেয়ে ফালতু মহিলা। 
3059	এ মহিলার মত ফালতু আর থার্ডক্লাস আর একটাও নাই
3060	সহমত। আওয়ামিলীগের দালাল।
3061	দাদার থুঃখু শব্দ টা আমার ছোট কালের,কোনোকিছু ভুল হলেই বলতাম
3062	খুব সুন্দর হয়েছে  দাদা
3063	আমার অনেক আগেই সন্দেহ ছিলো  যে এই রুমিন একটা আওয়ামী দালাল
3064	বেশিরভাগ  ঠকবাজ আর মিথ্যা বাদিরাই এখন রাজনীতি করে।যাদের জবানের কোন দাম নাই।জনগণকে শুধুমাত্র ক্ষমতায় যাওয়ার জন্য পন্য সামগ্রী বানায়।
3065	শেখ রুমিন ফারহানা কুমারী
3066	বিএনপি এখন ভারতীয় ডিমে তা দিয়ে দেশে আবারও আওয়ামী লীগের মত সন্ত্রাসী সরকার গঠন করতে চায়
3067	পিনাকী আঙ্কেল জিন্দাবাদ ইনকিলাব জিন্দাবাদ দেশদ্রোহী রুমিন ও ফজলুরা হাসিনামারা খাক
3068	দাদা আপনাকে অসংখ্য ধন্যবাদ
3069	রুমিনের বিচিত্র চরিত্র। এক এক সময় এক এক কথা বলে। এত পুরাই মোনাফেকের চরিত্র। কথায় কথা আছে না যে "ও আসলে কার" ?
3070	সেই সাদ ভাই সুপার
3071	সেরকম হইছে
3072	দাদা এখন আমাদের আর উপায় নাই।বিএনপি'র অত্যাচারের কোন শেষ সিমানা নাই। যেভাবে চাঁদাবাজি আর দখলের রাজত্ব কায়েম করেছে তাতে দেশবাসী অতিস্ট।  তাই দাদা আপনাকে অনুরোধ আপনি একটু জামাতের পক্ষে কথা বলেন। প্লিজ প্লিজ প্লিজ।
3073	এভাবে ভরে দিলেন যে সে বের ও করতেও পারবেনা
3074	রুমনের মগজ গররে পরিণত হয়েছে। আর বর্তমান সময়ে যে, চোখে কাজল দিয়ে সাজ সেজে আসে, তাকে দেখতে একদম ভূতের মত লাগে...
3075	পীর পিনাকির জয় হোক
3076	পিনাকি দা আপনাকে ধন্যবাদ;  রুমিন ফারহানা কে নয়া  সাজে সাজানোর জন্য এবার মনে হয় বিয়েটা হয়ে যাবে নতুন সাজের কারণে
3077	রুমিনরে সবাই ধরে চুদে দেন না হলে বিয়ে করাই দেন
3078	এদের মুখোশ আরো খুলতে হবে
3079	বিএনপির এই পলিসি ভুল।আম্লিগের ভোট পাবে না আর নিজের কর্মীরাও তাকে ভোট দিবে না
3080	ওর মাথায় গ্যাস্টিক উঠছে ওরে বিয়ে দিতে হবে
3081	রুমিন আর ফজু দুই পাগল।দাদা আপনি বলাতে অনেক কিছু হয় কিন্তু আপনার একশ একশ ভাগের এক ভাগ কাজ করার ক্ষমতা রুমিনের নাই।
3082	হেডা
3083	বল্টু  ফারহানা 
3084	বিদেশি চ্যানেলে গিয়ে রুমিন ফারহানার দেশের বিষয়ে এরকম মন্তব্যকে ধিক্কার জানাই।
3085	তোর কুন কুন জায়গায় ব্যথা গো বান্ধবী ললীতা
3086	ইনকিলাব জিন্দাবাদ
3087	থাম্বেল এর ছবিটা সুন্দর হয়েছে দাদা
3088	তারে শামীম উসমানের সাথে বিয়ে দেওয়া হোক। তানাহলে তাকে দেখে রাজনীতিবীদরা যৌনহয়রানী হবে।
3089	এই মহিলা চরম লেভেলের বেয়াদব
3090	রুমিন ফারহানার বহিষ্কার চাই
3091	পিনাকী দা সব সময় সময়োপযোগী রিপোর্ট তুলে ধরেন , তাই অনেক নামধারী  ভালো মানুষের কাপড়ের নিচের  লেজ বাহির হয়ে যায়। এটাই পিনাকী দা 'র সফলতা ।
3092	ওর বিয়া দিয়া দেন
3093	সরকারের বিরুদ্ধে মিথ্যা ছড়ানোর অভিযোগে এই মহিলার বিরুদ্ধে রাষ্ট্রদোহী মামলা হওয়া উচিত।
3094	পোংগায় বাশঁ দিয়ে দিলো, দাদা 
3095	ধন্যবাদ দাদা
3096	ছবিটা দারুণ হইছে
3097	বিএনপির মমতাজ
3098	আওয়ামিলীগ চুরি করছে আমারা মেনে নিলাম বি এম পি জাতীয় পাঠি জামাত আল্লার অলি নাকি ২০২৪ সালে সুইজ ব্যাংকের খবর নিয়ে দেখছেন আমাদের দেশের কত টাকা চুরি করে রাকছে আল্লাহ বলছেন জান মাল রক্ষা করা আপনার ঠিক আগের সরকার য়ে পতে হাটছে আপনার সেই পতে  আর কি বলবয়
3099	দাঁদা উনাকে কালা মানিকের(বিচি মানিক) বিছায় ছাইরা দেন
3100	রুমিন ফারহানা=রুমে নিয়ে ফাইরালা
3101	তদন্ত করলে সব বাহির হবে বিএনপির সবাই গ্রেফতার হলে এই মহিলা গ্রেফতার হয়নি এখন কথাবার্তায় সন্দেহ আাছে রুমন ফারহানা একজন আওয়ামী লীগের ভিতরের লোক
3102	রাইট
3103	ওরে ভাই আমি তো হাসতে হাসতে শেষ
3104	বগুড়ার কড়া মাল দাদা️
3105	 আর র এর গুপ্তচর
3106	রুমিন বেয়াদবের মত ইউনূস ইউনূস করতেছে কেন। রুমিনের গোয়ায় বেশি চর্বি জমে গেছে নাকি?
3107	রুমিন একটা আস্তা খাটাস
3108	এই শেখ রুমিন ফারহানার কারনে বিএনপি ক্ষতি গ্রস্ত হচ্ছে আমি মনে করি বিএনপি থেকে শেখ রুমিন ফারহানাকে বহিষ্কার করা হোক
3109	ডঃ মুহম্মদ ইউনুস স্যারকে যারা জানেন তারা তার সম্পর্কে বলতে গেলে সম্মানসূচক সম্বোধন করে কথা বলেন। কিন্তু রুমিন তাঁকে শুধু ইউনুস ইউনুস বলে সম্বোধন করছে। বেয়াদব একটা। আরে উনি তো থেকে বয়সেও অনেক বড়, যোগ্যতার বিষয় তো ধরাছোঁয়ার বাহিরে।
3110	রুমিন একটি চাটুকার
3111	আমি আগে থেকে জানি ও ভারতীয় র এর এজেন্ট
3112	রবিন যদি দাঁত না মেজে টকশোতে আসে তাহলে আমি তার সাথে টকশো করবো না।
3113	দাদা গান টা কিন্তু ভালো
3114	তুইতো মতিউর রহমান নিজামী দেলোয়ার হোসেন সাঈদী আলি আহসান মুজাহিদী এবং কাদের মোল্লা সহ সবার ফাঁসির জন্য দিনের কে দিন স্লোগান দিয়েছিস
3115	রবিন ফারহানকে আগে ভালো জানতাম এখন দেখি সে বহুমুখী
3116	বিএনপি বয়কট।নির্বাচন এদের হোগায় ভরে দিতে হবে।
3117	আই লাভ পিনাকী দাদা।
3118	এত পয়সা কি করবে? বিশ্রী দাতঁ গুলো ঠিক করায়না কেন? মেয়ে মানুষের বাচনভঙ্গি অসুন্দর হলে কথা শুনতে ইচ্ছে করে না 
3119	ধুর বেটা ভন্ড
3120	দাদার এক একটা কথা কোনো রাজনীতিবিদের ওজন করা ক্ষমতা নেই। দাদা সঠিক সময়ে বাস  ধোলাই করছেন।
3121	ধুর ভালো লাগছে না দাদা, এইসব ইন্ডিয়ান দালাল, দেশের শত্রুদের সামনে না এনে ডাইরেক্ট ক্রসফায় দেওয়া উচিৎ।
3122	রুমিন হাসিনা
3123	দাদা ছ‌বিটার নি‌চে ক‌্যাপশনটা হওয়া উচিৎ‌ছি‌লো শেখ রু‌মিন ফারহানা ওয়া‌জেদ। মোদী, অ‌মিতশাহ আর জয়শংকরদের মোট ছয়টা ডি‌মের যে কোন দুইটা যেন ও‌রে দেয় রু‌মিন সেই বিষ‌য়ে কাতর আবেদন জানাইছে এই বিষয়টাও আরও প‌রিস্কারভা‌বে ব‌্যাখ‌্যার প্রয়োজন ছি‌লো। ইন‌কিলাব জিন্দাবাদ।
3124	কি দো মুখো সাপ এই রুমিন ফারহানা ছিঃ ছিঃ  ছিঃ 
3125	একপেশে কথাবার্তা
3126	বাজেট হল চলতি দায়িত্ব
3127	গোপন কথা এই ভাবে বললেন দাদা
3128	পিনাকি সার,এন সি পি,দলকে আামার সন্দেহ হয়,ওরা আওয়ামী লীগের শাখা,উপশাখা নয় তো?আপনি একটু বুঝিয়ে বলবেন,
3129	হিতি নষ্ট বেডি
3130	স্যালুট দাদা ভাই
3131	পিনাকী ইলিয়াস এদের কোন দল নাই এরা দেশ প্রেমিকের দলে
3132	রুমিন ফারহানা আওয়ামীলীগ আমলে কেমন করে সংসদে ছিলেন,এটা আপনিও জানেন দাদা।জুলাইয়ে তার ভূমিকা সম্পর্কও জানেন।সে সব সময় টক শো করে।তার দুই একটি কথা এমন ভাবে কেটে আপনি উপস্থাপন করেছেন,আপনার টা ধরলে আপনিও একাধারে আওয়ামীলীগ,বিএনপি এবং জামাআতের দালাল হয়ে যাবেন।কিছু বট ও গাধা বাহিনী আছে,তারা সব সময় আপনায় কমেন্ট করে যাচ্ছে। সুতরাং এমন প্রচারণা করে কোন লাভ নেই।
3133	রুমিন এর মাল মাথায় উঠে থাকে সব সময়।তাই আমাদের জনতা কে মাল খসানোর দায়িক্ত নিতে হবে
3134	জাওরা সীল দিয়ে দেও
3135	হেডাম থাকলে দেশে আসেন। আপনার জন্য আমি একাই যথেষ্ট। কারণ আপনিও হিন্দু আর আমিও হিন্দু। আপনার জন্য এই দেশের হিন্দুরা এক সময় নির্যাতনের শিকার হবে।
3136	আমাদের ধর্ষক দলের প্রতি দৃষ্টি আকর্ষণ করছি, এই মালটার দিকে একটু সদয় দৃষ্টি দেওয়া যায়না। এই রুমিন এখন ভারতীয় মালের দিকে দৃষ্টি দিয়েছে। এটা আমাদের জন্য খুবই অপমানজনক।ধর্ষক দলের কেউই কি রুমিনকে একটু পরিপূর্ণ তৃপ্তি দিতে পারে না!
3137	একটা বাজে লোক। এই হলো হিন্দু ব্রাহ্মণ
3138	রুমিন ফাফহানা
3139	আর চেচিয়ে লাভ নেই দাদাভাই। দেশের সবাই জেনে গেছে আপনার তিন ইঞ্চি। একজন হিন্দু ব্রাহ্মণ যে কতটা খারাপ হতে পারে, আপনি হলো তার বড় উদাহরণ। আরে এই দেশের পাতা চাটা মুমিনদের কথা আর কি বলবো।
3140	অাপনি অর্ডার দেন রুমিনের ধুতি খুলে ছেরে দেব রাস্তায়
3141	দাদা আপনি এক খান জিনিস
3142	ভোট দেব না নিকৃষ্ট একটা দেশ
3143	মুজিবের মুভির চরিত্রে আরফিন শুভকে বাদ দিয়ে রুমিন ভাইকে দিলে কেমন হয়
3144	ওয়াও! রুমিন সাপের গালে চুমা দেয় ব্যাঙ এর গালেও চুমা দেয় প্রমানিত হয়েই গেল।
3145	দাদাই পারে সেই রকমের কল্পনাশক্তি 
3146	পিনাকির কথা  সেই
3147	বিয়ে হলে ঠিক হয়ে যাবে
3148	পুরাই এন্টারটেইনমেন্ট 
3149	সেই হইছে....
3150	হেতির নিচ তলাতে কেউ একটা সিল মারেন।
3151	ওনার নিচতলার দরজায় হাজারো সিল মারা আছে।
3152	ইনকিলাব জিন্দাবাদ 
3153	ফালতু মহিলা
3154	মাইর হবে আওয়াজ হবে না দাদা,,,, ইনকিলাব জিন্দাবাদ
3155	স্যালুট দাদা
3156	সব চেয়ে ভাল লেগেছে “সবাইকে দেখছি কিন্তু কাউকেই দেখছি না” এর বিষয়টা। আমি এটা মনে রাখার চেষ্টা করবো দাদু।
3157	এই মাগীর মুখে এককথা পুঁটকিতে আরেক কথা,,,
3158	তুই পিনাকী ভট্টাচার্য দেশকে ধ্বংস করছিস,, আর মূর্খ বাঙ্গোরাও তর পথকে অনুসরণ করছে
3159	দাদা রুমির ছবিটি সেই।। 
3160	পিনাকী স্যারের সাথে একমত পুশন করছি আমি
3161	দাদা রুমা আপা রে কি ঢলা টা দিলেন
3162	ভালো একটা পাত্র খুঁজে রুমি  আন্টিকে বিয়ে করে দিলেই রুমির সংসার নিয়ে ব‍্যস্ত থাকবে তাহলে আবল তাবল বলা থেকে বিরত থাকবে।  পাত্র চাই 
3163	এই মাগীর মুখে এককথা পুঁটকিতে আরেক কথা,,,
3164	হাজার লক্ষ কোটি স্যালুট, আমার প্রাণপ্রিয় পিনাকী দাদাকে      
3165	ওরে বাটপার মব জাস্টিজ এর দোহাই দিয়ে পুলিশ বা উপদেষ্টা থেকে শুরু করে যে কোন মীর জাফর উপদেষ্টা পরিষদের সদস্য আওয়ামী লীগের আদর্শ আর দুর্নীতিবাজ নমরুধ নেতাদের সিন্ডিকেট সদস্য কে জামিনে মুক্তির চেষ্টা করে তাহলে বাংলাদেশের ভারতীয়দূর্নীতি বাজসিন্ডিকেট নিমুল করা উচিত ছিল তাহলে বাংলাদেশের দূর্নীতি বাজদের আইনের আওতায় আনা সম্ভব হবে না তো কি
3166	রুমিন ফারহানা বাংলাদেশের জন্য ক্যান্সার।
3167	এই মহিলার চুলকানি সবথেকে বেশি। আওয়ামীলীগ  চলে গেছে তাই ওর চুলকানি কেই মেটাচ্ছে না এর জন্য আরো বেশি লাফালাফি করতেছে
3168	এডিটর সাহেব নতুন মজিব তৈরি করছে
3169	ধন্যবাদ পিনাকী দা,, রুমির কারনে তারেক দেশে আসতে পারবে না,,ফেল করবে
3170	আরও আগে এই ছিনালকে বাশ দেওয়া উচিত ছিলও
3171	বর্তমান এ বিএনপির সামনের সারির গুলো আওয়ামীলীগ এর সহযোগী ছিল। রুমিন,ফজলু, আলমগীর, আরো ...
3172	ধন্যবাদ পিনাকী দাদাকে  এই ভাবে রুমিন ফারহানার আসল চরিত্র জাতীর সামনে ফাঁস করে দেওয়ার জন্য 
3173	দা বরাবরই সেরা  কি দরকার মা*গি**রে এসব বলা
3174	উনি হচ্ছে এলিট শ্রেণীর দেহ ব্যবসায়ী।
3175	ফেরাউনের দেহরক্ষী রুমিন ফারহানা
3176	দাদা আপনাকে স্যালুট জানাই। সত্য কথা তুলে ধরার জন্য....
3177	মিথ্যা ই রুমিনের উপজিব্য। এই নোংরা মহিলাকে বি এন পি থেকে বহিষ্কার করার জন্য জোব আবেদন জানাচ্ছি।
3178	দেরিতে হলেও শেখ রুমিন ফারহানাকে নিয়ে চমৎকার এপিসোড করার জন্য দাদাকে অনেক অনেক ধন্যবাদ!
3179	রুমিন আওয়ামী ফ্যাসিস্টদের বাস্টার্ড
3180	ইনকিলাব জিন্দাবাদ
3181	গত ১৬বছরে শুধু রুমিন কেনো হাজার হাজার বিএনপি, জামায়াত এর প্রথম শ্রেনীর প্রায় সকল নেতাই আওয়ামীলীগ এর সকল সুযোগ সুবিধা করেছেন এটা নতুন কি
3182	দাদু আপনি ঠিক বলেছেন
3183	সব সময় সত্যবলা উচিত।
3184	রুমিন  বাংলাদেশের ভাবমুর্তি নষ্ট করছে।
3185	রাইট
3186	শেখ রুমিন ফারহানা 
3187	বিগত দিন বছরগুলোতে বললেন না কেন? কয়দিন পর আবার আরেকজনকে বলবেন। আপনি এরকম সবার ভিডিও পারলে সিরিয়ালে প্রকাশ করুন। তাইলে বুঝবো আপনি ঠিক। অন্যথায় স্বার্থে আঘাত পরলে ভিডিও করেন বুঝবে সবাই
3188	রুমিন এখন থেকে কথা বললে অনেক হিসেব করে কথা বলবে।
3189	পিনাকি দ্যা গ্রেড
3190	আওয়ামীলীগ এর মমতাজ আপা কেও হার মানাইছে।
3191	এই মহিলা র এর এজেন্ট
3192	টিক
3193	দেশদ্রোহীদের মুখোশ উন্মোচন করার জন্য ধন্যবাদ দাদা
3194	পিনাকী দাদা কে অসংখ্য ধন্যবাদ।
3195	ছবি টা দারুন হইছে
3196	অরিজিন আওয়ামি চাও
3197	বঙ্গবন্ধু শেখ রুমিন ফারহানা নিজের গোয়া নিজেই মারা 
3198	দাদা আগুন
3199	দাদা দেখেন রুমিন ফারহান কে কারো সাথে বিয়ে দেওয়া জায়নাকি
3200	ইনকিলাব জিন্দাবাদ
3201	পিনাকি ধন্যবাদ
3202	ডঃ ইউনুস সাহেব মনে হয় রুমিন ফারহানার মায়ের ভাতার লাগে এজন্য একটা সম্মানি বৃদ্ধ মানুষকে শুধু মাত্র ইউনূস ইউনূস করে ডাকে। বেয়াদব মহিলা
3203	বংঙবদু মরে নাই
3204	দাদা ইলিয়াস ভাইকে একটু রুমিন ফারহানা লিংক দিতে বলেন
3205	শেখ রুমিন হসিনা। ধন্যবাদ দাদা এই শয়তান কাল নাগিনের মুখোশ উন্মোচন করার জন্য
3206	সঠিক বলর জন্য দাদা
3207	দাদা বিএনপি ক্ষমতার মহে পাগল হয়ে গেছে, এরা ক্ষমতার জন্য আওয়ামী লীগের থেকেও খারাপ অবস্থায় যেতে রাজি? ওরা মনে করছে আমরা ক্ষমতায় চলে গেছে এবার নির্বাচন আসুক দেখায় দেবে মানুষ ওদেরকে?
3208	স্যার আমিও উকিল।এই পেশায় কি থাকা উচিত?আপনার মূল্যবান মতামত চাই।
3209	রুমিন ফারহানা ফালতু একটা মহিলা
3210	এই রুমিন টাকার বিনিময়ে আওয়ামী লীগকে  পালাতে সহোযোগিতায় করেছে।
3211	আগে রুমিনকে পছন্দ করতাম এখন শুধু ঘৃনা করি
3212	রুমিন দালাল
3213	দাদা ঠিকই বলেছেন। ধন‍্যবাদ আপনাকে।
3214	৯০% মানুষ ডক্টর ইউনুস কে চায়।।।
3215	ফেসবুকে ইলিয়াসঃ রুমিন আপাকে আগেই বলছিলাম ভালো হয়ে যান। উনি আমার কথা না শুনে রাখলেন ভুট্টো সাহেবের কথা। যা হবার তাই, পিনাকী দাদা আজকে জয় বাংলা করে দিয়েছে।
3216	ডা. পিনাকী এইবার টার্গেট করছে রুমিনকে। পিনাকীতো যাকে ধরে একদম ছাই দিয়া ধরে। তার রাজনীতি এহাবারে শেষষষ। দেখা যাক আল্লাহ্ কী নির্ধারণ করে রেখেছেন।
3217	এই ভারতীয় অপশক্তি মহিলার বিরুদ্ধে পদক্ষেপ গ্রহণ করা উচিত
3218	আমি তো নিজেই দেবো না বিএনপির ঘরের মানুষ হয়ে ও ঘৃণা হয়
3219	ইনকিলাব জিন্দাবাদ 
3220	জয় বাংলা দাদা
3221	ভাই আপনার কথা ভালো লাগে আমি 
3222	রুমিনকে উচিত জবাব দিয়ে দিলো পিনাকী দাদা।।।
3223	ইনকিলাব জিন্দাবাদ
3224	ওই তো একটা মাগী
3225	পিনাকী দা কে অসংখ্য ধন্যবাদ। রুমিনের মতো চাটুকার কে জায়গা মতো ডোজ দেওয়ার জন্য
3226	বিএনপি নেতারা সব প্রতিবন্ধী এদের ভাতা দেয়া উচিত ইউনুস সরকার কে আমি এক মত আপনার সাথে ধন্যবাদ পিনাকী দাদা
3227	শান্তির মেয়েকে মুলাদে
3228	ধন্যবাদ দাদা এগিয়ে যান সত্যি র সাথে
3229	ওই শয়তান ভারতীয় মিডিয়াতে কথা বলছে কেন?
3230	৩২ নাম্বার ভাংগা বিশাল রকমের মববাজী.... রুমি ফারহানা।  বিয়াসাদী না কইরা,  বেডাগো সাথে রাজনীতি নিয়া, ক্যাচাল করা---- বিভৎস রকমের "মা*গীবাজি"!! 
3231	শেখ রুমিন ফারহানা মুজিব
3232	অসাধারণ হইছে ভাই
3233	দাদা মানেই আগুন ️‍
3234	পিনাকী দাদা জিন্দাবাদ।
3235	দেশটারে খাইয়া দিলি
3236	পিনাকী কি পিনিক ধরাইলি
3237	বিএনপির একটা কাট্টা.....
3238	তর সাহস থাকলে দেশে আই তরে জয় জামাত কইরা দিই
3239	মোবিল লাগানো ছাড়াই হো মারার ঠেলায়, মীর জাফর আলুগীর, চাঁন্দা আব্বাইস্যা, চদু চেহারার দুদু, খসরু মাহমুদ চ্যেঁও প্রমুখ আন্ডা খাওয়া ছাড়াই ঠান্ডা মাইরা গেছে; সেখানে কমিন পায়খানা কোথায়কার কয় পয়সার
3240	তা দাদা আপনি দেশে আসেন না কেন। আপনার সাথে একটা সেলফি তুলবো।
3241	দাদা  হেতিরে মনে কয় ঝারু পিটা করি  হেতি আসলে একট খাংকি  কুতি
3242	বিখ্যাত ও জনপ্রিয় প্রবাদ, "ধান চিনে পাতায়; মানুষ চিনে কথায়।"
3243	ভাই হাসতে হাসতে পেট ব্যাথা হয়ে গেছে
3244	১৫ বছর ওর গর্তে পানি ঢালার লোক ছিল, বর্তমানে নাই তো এজন্যই আবোল তাবোল বলতেছে
3245	রুমিন আওয়ামী দোসর।এ আওয়ামী থেকে সুবিধা নেয়া দালাল।
3246	নর্তকী
3247	বাল ছীরু
3248	 কি তোর বাবার ছিল রে,,? এইটা দেশের,,সম্পদ,, ছিলো
3249	দাদা অসাধারন বলছেন
3250	বি,এন,পি একটি  ব্যক্তিগত দল। ক্ষমতার লোভ,লালসায় বর্তমানে  বি,এন,পি ইন্ডিয়ান  মদদপুষ্ট  একটি দল।ইন্ডিয়ান  সর্বোচ্চ  পর্যায়ের বক্তব্য, মন্তব্য  এবং  বি,এন,পি কথা, মন্তব্য, বক্তব্য  একদম মিল।দেশের  স্বার্থের বিরুদ্ধে  এবং  জনগণের বিরুদ্ধে  বি,এন,পির অবস্থান।এ পর্যায়ে  আমরা  সাধারণ  নাগরিক রা কি ভূমিকা  পালন করতে পারি???  আমরা  যা করতে পারি  তা হল বি,এন,পি কে বয়কট  করা।তাই দেশের স্বার্থে জনগণের প্রতি আবেদন, অনুরোধ  আওয়াজ  তুলুন  বয়কট  বি, এন,পি।বয়কট  বি,এন,পি।
3251	জেইভাবে রুমিন ভারতের কোলে উইঠা চুম্মা খাইতেছে পুরাই ভারতের  দালাল
